,LOTTO GAME,DRAW DATE,JACKPOT (PHP),WINNERS,BALL 1,BALL 2,BALL 3,BALL 4,BALL 5,BALL 6
1323,Ultra Lotto 6/58,28 05 2023,"174,542,061.20",0,10,47,27,14,18,28
1324,Superlotto 6/49,28 05 2023,"49,873,926.20",0,3,15,48,7,43,29
1331,Grand Lotto 6/55,27 05 2023,"29,700,000.00",0,45,8,40,2,15,19
1332,Lotto 6/42,27 05 2023,"27,965,455.00",0,23,38,37,34,5,21
1340,Ultra Lotto 6/58,26 05 2023,"165,996,548.40",0,35,8,10,11,36,28
1341,Megalotto 6/45,26 05 2023,"26,074,189.00",0,41,10,30,32,5,15
1349,Superlotto 6/49,25 05 2023,"45,166,467.60",0,23,16,39,2,47,46
1350,Lotto 6/42,25 05 2023,"23,234,133.20",0,35,15,41,18,37,21
1358,Grand Lotto 6/55,24 05 2023,"29,700,000.00",0,48,10,18,42,30,54
1359,Megalotto 6/45,24 05 2023,"21,618,284.00",0,6,15,37,45,28,23
1367,Ultra Lotto 6/58,23 05 2023,"156,821,760.80",0,4,23,26,36,5,15
1368,Superlotto 6/49,23 05 2023,"40,547,125.60",0,2,43,46,37,7,40
1369,Lotto 6/42,23 05 2023,"19,162,515.20",0,41,16,36,22,24,37
1377,Grand Lotto 6/55,22 05 2023,"29,700,000.00",2,28,32,12,9,18,50
1378,Megalotto 6/45,22 05 2023,"17,256,473.40",0,31,33,22,43,40,19
1386,Ultra Lotto 6/58,21 05 2023,"149,139,576.40",0,54,46,11,6,15,50
1387,Superlotto 6/49,21 05 2023,"36,850,837.20",0,4,22,28,25,33,49
1394,Grand Lotto 6/55,20 05 2023,"29,700,000.00",0,1,33,43,53,26,20
1395,Lotto 6/42,20 05 2023,"15,393,333.20",0,21,39,22,18,2,36
1403,Ultra Lotto 6/58,19 05 2023,"141,414,346.80",0,46,28,3,43,2,50
1404,Megalotto 6/45,19 05 2023,"12,861,234.20",0,29,10,6,4,36,42
1412,Superlotto 6/49,18 05 2023,"32,531,505.40",0,19,23,33,46,7,29
1413,Lotto 6/42,18 05 2023,"11,141,838.60",0,15,5,41,21,1,27
1421,Grand Lotto 6/55,17 05 2023,"29,700,000.00",0,46,18,15,8,27,37
1422,Megalotto 6/45,17 05 2023,"8,910,000.00",0,10,23,34,35,13,37
1430,Ultra Lotto 6/58,16 05 2023,"132,641,406.80",0,28,41,45,23,58,38
1431,Superlotto 6/49,16 05 2023,"27,697,304.40",0,18,46,20,48,27,5
1432,Lotto 6/42,16 05 2023,"7,323,046.00",0,25,41,28,4,9,1
1440,Grand Lotto 6/55,15 05 2023,"29,700,000.00",0,15,18,2,29,16,24
1441,Megalotto 6/45,15 05 2023,"8,910,000.00",0,14,8,38,5,25,35
1449,Ultra Lotto 6/58,14 05 2023,"125,342,321.60",0,18,44,57,6,23,12
1450,Superlotto 6/49,14 05 2023,"24,110,621.80",0,20,43,28,19,29,49
1457,Grand Lotto 6/55,13 05 2023,"29,700,000.00",0,9,43,46,51,36,16
1458,Lotto 6/42,13 05 2023,"5,940,000.00",0,13,22,2,33,38,9
1466,Ultra Lotto 6/58,12 05 2023,"118,372,607.20",0,56,4,44,12,39,37
1467,Megalotto 6/45,12 05 2023,"225,248,638.00",1,14,5,44,25,1,36
1475,Superlotto 6/49,11 05 2023,"20,128,157.60",0,48,45,13,47,46,11
1476,Lotto 6/42,11 05 2023,"44,070,179.40",1,36,7,19,26,8,1
1484,Grand Lotto 6/55,10 05 2023,"29,700,000.00",0,42,17,6,8,12,4
1485,Megalotto 6/45,10 05 2023,"209,772,953.60",0,7,5,2,25,41,15
1493,Ultra Lotto 6/58,9 05 2023,"111,548,128.00",0,5,28,39,40,16,1
1494,Superlotto 6/49,9 05 2023,"16,548,365.80",0,38,12,49,5,37,20
1495,Lotto 6/42,9 05 2023,"37,982,691.40",0,23,19,24,11,31,41
1503,Grand Lotto 6/55,8 05 2023,"29,700,000.00",0,43,14,1,15,33,45
1504,Megalotto 6/45,8 05 2023,"196,065,312.40",0,4,44,25,40,26,42
1512,Ultra Lotto 6/58,7 05 2023,"106,085,541.20",0,44,33,26,17,38,11
1513,Superlotto 6/49,7 05 2023,"15,840,000.00",0,20,1,26,19,13,48
1520,Grand Lotto 6/55,6 05 2023,"55,394,255.40",1,4,16,26,24,14,47
1521,Lotto 6/42,6 05 2023,"33,195,168.80",0,26,2,24,35,4,28
1529,Ultra Lotto 6/58,5 05 2023,"99,901,922.00",0,38,4,14,22,29,55
1530,Megalotto 6/45,5 05 2023,"182,616,914.80",0,16,32,39,42,10,15
1538,Superlotto 6/49,4 05 2023,"15,840,000.00",0,33,14,47,13,38,35
1539,Lotto 6/42,4 05 2023,"28,224,209.80",0,6,1,4,11,19,22
1547,Grand Lotto 6/55,3 05 2023,"50,962,526.40",0,19,46,3,34,4,28
1548,Megalotto 6/45,3 05 2023,"169,766,543.20",0,27,40,17,4,15,33
1556,Ultra Lotto 6/58,2 05 2023,"94,275,101.00",0,16,50,7,19,40,30
1557,Superlotto 6/49,2 05 2023,"15,840,000.00",0,5,14,39,22,13,42
1558,Lotto 6/42,2 05 2023,"23,020,467.80",0,11,42,28,6,8,32
1566,Grand Lotto 6/55,1 05 2023,"46,992,471.80",0,3,11,2,51,31,43
1567,Megalotto 6/45,1 05 2023,"157,534,732.40",0,5,27,20,37,39,24
1575,Ultra Lotto 6/58,30 04 2023,"89,504,361.60",0,10,31,41,55,15,12
1576,Superlotto 6/49,30 04 2023,"15,840,000.00",0,8,30,7,47,4,40
1583,Grand Lotto 6/55,29 04 2023,"43,376,439.00",0,53,17,37,13,23,4
1584,Lotto 6/42,29 04 2023,"18,825,922.80",0,31,27,24,20,8,13
1592,Ultra Lotto 6/58,28 04 2023,"84,306,969.80",0,40,22,5,12,10,34
1593,Megalotto 6/45,28 04 2023,"146,353,791.20",0,27,15,4,42,38,45
1601,Superlotto 6/49,27 04 2023,"21,215,267.00",1,48,10,12,28,34,5
1602,Lotto 6/42,27 04 2023,"14,634,440.00",0,42,11,35,36,38,9
1610,Grand Lotto 6/55,26 04 2023,"39,135,210.20",0,5,48,14,9,33,2
1611,Megalotto 6/45,26 04 2023,"135,402,270.40",0,21,7,34,1,29,25
1619,Ultra Lotto 6/58,25 04 2023,"79,496,752.20",0,31,53,10,32,43,45
1620,Superlotto 6/49,25 04 2023,"17,241,536.80",0,49,20,22,38,19,30
1621,Lotto 6/42,25 04 2023,"10,747,794.60",0,40,16,24,3,2,5
1629,Grand Lotto 6/55,24 04 2023,"35,588,603.60",0,44,26,51,11,21,45
1630,Megalotto 6/45,24 04 2023,"124,970,728.40",0,11,45,16,13,42,2
1638,Ultra Lotto 6/58,23 04 2023,"74,859,611.80",0,25,57,3,58,9,36
1639,Superlotto 6/49,23 04 2023,"15,840,000.00",0,35,46,7,10,41,40
1646,Grand Lotto 6/55,22 04 2023,"32,137,240.00",0,53,2,5,41,9,51
1647,Lotto 6/42,22 04 2023,"7,432,460.20",0,18,40,3,15,24,27
1655,Ultra Lotto 6/58,21 04 2023,"69,889,955.40",0,44,39,23,25,21,42
1656,Megalotto 6/45,21 04 2023,"114,692,979.60",0,30,27,33,6,25,41
1664,Superlotto 6/49,20 04 2023,"15,840,000.00",0,49,23,6,30,7,9
1665,Lotto 6/42,20 04 2023,"5,940,000.00",0,35,39,16,1,34,17
1673,Grand Lotto 6/55,19 04 2023,"29,700,000.00",0,20,2,52,13,44,45
1674,Megalotto 6/45,19 04 2023,"105,579,352.00",0,42,44,2,43,37,33
1682,Ultra Lotto 6/58,18 04 2023,"65,545,490.60",0,48,34,8,4,13,53
1683,Superlotto 6/49,18 04 2023,"15,840,000.00",0,48,4,21,44,35,34
1684,Lotto 6/42,18 04 2023,"82,139,803.60",2,42,21,1,36,23,37
1692,Grand Lotto 6/55,17 04 2023,"29,700,000.00",0,29,13,53,27,54,23
1693,Megalotto 6/45,17 04 2023,"96,996,141.00",0,42,17,5,41,10,15
1701,Ultra Lotto 6/58,16 04 2023,"61,846,959.20",0,21,17,20,46,54,56
1702,Superlotto 6/49,16 04 2023,"15,840,000.00",0,36,11,43,44,38,21
1709,Grand Lotto 6/55,15 04 2023,"29,700,000.00",0,51,19,41,14,35,20
1710,Lotto 6/42,15 04 2023,"74,355,879.40",0,23,19,24,42,13,16
1718,Ultra Lotto 6/58,14 04 2023,"56,926,016.00",0,34,3,46,42,52,54
1719,Megalotto 6/45,14 04 2023,"88,604,246.40",0,36,22,30,28,5,13
1727,Superlotto 6/49,13 04 2023,"27,978,266.40",1,48,19,10,17,47,49
1728,Lotto 6/42,13 04 2023,"66,941,266.00",0,42,30,5,19,4,37
1736,Grand Lotto 6/55,12 04 2023,"29,700,000.00",0,7,10,9,55,28,18
1737,Megalotto 6/45,12 04 2023,"80,967,403.20",0,21,39,13,8,25,26
1745,Ultra Lotto 6/58,11 04 2023,"52,596,622.20",0,41,55,20,32,47,57
1746,Superlotto 6/49,11 04 2023,"24,732,271.20",0,39,36,30,40,1,47
1747,Lotto 6/42,11 04 2023,"60,503,890.80",0,24,34,7,16,31,33
1755,Grand Lotto 6/55,10 04 2023,"29,700,000.00",0,23,28,25,24,36,30
1756,Megalotto 6/45,10 04 2023,"73,769,152.80",0,34,41,43,30,15,28
1764,Grand Lotto 6/55,5 04 2023,"29,700,000.00",0,5,15,43,6,22,18
1765,Megalotto 6/45,5 04 2023,"67,302,457.20",0,42,40,9,26,7,13
1773,Ultra Lotto 6/58,4 04 2023,"49,500,000.00",0,39,43,34,52,24,35
1774,Superlotto 6/49,4 04 2023,"21,585,069.00",0,2,47,21,10,26,38
1775,Lotto 6/42,4 04 2023,"53,799,153.40",0,42,4,33,37,16,36
1783,Grand Lotto 6/55,3 04 2023,"29,700,000.00",0,21,37,33,34,55,25
1784,Megalotto 6/45,3 04 2023,"60,618,423.00",0,45,37,28,40,8,42
1792,Ultra Lotto 6/58,2 04 2023,"49,500,000.00",0,57,26,21,52,42,3
1793,Superlotto 6/49,2 04 2023,"18,582,735.60",0,15,32,21,45,11,22
1800,Grand Lotto 6/55,1 04 2023,"29,700,000.00",0,5,33,49,47,28,42
1801,Lotto 6/42,1 04 2023,"47,492,279.80",0,25,3,40,13,10,31
1809,Ultra Lotto 6/58,31 03 2023,"49,500,000.00",0,30,36,5,32,51,13
1810,Megalotto 6/45,31 03 2023,"54,010,257.60",0,43,37,19,9,20,40
1818,Superlotto 6/49,30 03 2023,"15,840,000.00",0,30,47,25,43,33,32
1819,Lotto 6/42,30 03 2023,"41,254,992.20",0,13,38,37,22,20,42
1827,Grand Lotto 6/55,29 03 2023,"34,123,859.00",1,26,23,34,41,45,29
1828,Megalotto 6/45,29 03 2023,"47,996,478.00",0,32,23,31,34,40,29
1836,Ultra Lotto 6/58,28 03 2023,"49,500,000.00",0,2,55,38,34,9,24
1837,Superlotto 6/49,28 03 2023,"15,840,000.00",0,46,11,19,31,21,17
1838,Lotto 6/42,28 03 2023,"35,308,795.60",0,5,35,42,2,22,20
1846,Grand Lotto 6/55,27 03 2023,"30,381,854.60",0,36,38,47,43,28,15
1847,Megalotto 6/45,27 03 2023,"42,247,790.20",0,11,7,9,40,43,13
1855,Ultra Lotto 6/58,26 03 2023,"49,500,000.00",0,50,38,39,40,35,51
1856,Superlotto 6/49,26 03 2023,"15,840,000.00",0,30,16,42,5,31,21
1863,Grand Lotto 6/55,25 03 2023,"29,700,000.00",0,49,53,3,31,22,8
1864,Lotto 6/42,25 03 2023,"30,199,891.40",0,20,33,17,39,34,7
1872,Ultra Lotto 6/58,24 03 2023,"49,500,000.00",0,37,36,13,58,33,50
1873,Megalotto 6/45,24 03 2023,"36,522,346.80",0,32,44,2,37,23,20
1881,Superlotto 6/49,23 03 2023,"15,840,000.00",0,17,15,7,9,13,3
1882,Lotto 6/42,23 03 2023,"25,115,145.60",0,33,16,5,22,15,37
1890,Grand Lotto 6/55,22 03 2023,"29,700,000.00",0,25,50,49,38,21,19
1891,Megalotto 6/45,22 03 2023,"31,345,719.80",0,8,2,41,3,23,1
1899,Ultra Lotto 6/58,21 03 2023,"49,500,000.00",0,7,14,52,51,53,48
1900,Superlotto 6/49,21 03 2023,"33,643,692.60",2,12,29,35,34,13,8
1901,Lotto 6/42,21 03 2023,"19,990,569.20",0,3,2,13,19,23,24
1909,Grand Lotto 6/55,20 03 2023,"29,700,000.00",0,7,50,38,34,51,22
1910,Megalotto 6/45,20 03 2023,"26,299,603.20",0,11,37,30,17,42,39
1918,Ultra Lotto 6/58,19 03 2023,"49,500,000.00",0,56,14,50,26,55,48
1919,Superlotto 6/49,19 03 2023,"29,775,177.00",0,45,1,13,43,16,20
1926,Grand Lotto 6/55,18 03 2023,"29,700,000.00",0,26,3,43,10,54,14
1927,Lotto 6/42,18 03 2023,"15,912,672.80",0,37,34,35,13,8,12
1935,Ultra Lotto 6/58,17 03 2023,"49,500,000.00",0,31,20,17,42,52,53
1936,Megalotto 6/45,17 03 2023,"21,347,907.00",0,7,4,43,34,1,27
1944,Superlotto 6/49,16 03 2023,"25,089,706.60",0,9,27,47,7,32,46
1945,Lotto 6/42,16 03 2023,"11,515,675.00",0,15,18,21,17,34,35
1953,Grand Lotto 6/55,15 03 2023,"29,700,000.00",0,1,24,39,6,53,40
1954,Megalotto 6/45,15 03 2023,"16,644,551.20",0,13,5,39,18,23,11
1962,Ultra Lotto 6/58,14 03 2023,"49,500,000.00",0,17,27,48,41,58,52
1963,Superlotto 6/49,14 03 2023,"19,924,336.20",0,37,4,20,39,23,15
1964,Lotto 6/42,14 03 2023,"7,444,988.60",0,30,38,2,36,29,13
1972,Grand Lotto 6/55,13 03 2023,"29,700,000.00",0,16,21,25,29,15,6
1973,Megalotto 6/45,13 03 2023,"12,249,552.00",0,45,40,34,5,18,9
1981,Ultra Lotto 6/58,12 03 2023,"49,500,000.00",1,13,30,10,22,2,15
1982,Superlotto 6/49,12 03 2023,"16,190,948.00",0,7,34,29,47,12,4
1989,Grand Lotto 6/55,11 03 2023,"29,700,000.00",1,45,29,12,3,26,51
1990,Lotto 6/42,11 03 2023,"5,940,000.00",0,3,9,12,33,22,18
1998,Ultra Lotto 6/58,10 03 2023,"49,500,000.00",0,48,45,43,29,25,5
1999,Megalotto 6/45,10 03 2023,"8,910,000.00",0,32,31,7,25,36,28
2007,Superlotto 6/49,9 03 2023,"15,840,000.00",0,30,37,32,7,26,38
2008,Lotto 6/42,9 03 2023,"16,319,245.20",1,6,18,26,29,17,11
2016,Grand Lotto 6/55,8 03 2023,"29,700,000.00",0,48,36,42,55,11,22
2017,Megalotto 6/45,8 03 2023,"8,910,000.00",0,23,15,25,40,34,24
2025,Ultra Lotto 6/58,7 03 2023,"109,630,146.00",1,56,41,11,48,54,58
2026,Superlotto 6/49,7 03 2023,"15,840,000.00",0,13,42,23,44,6,11
2027,Lotto 6/42,7 03 2023,"11,828,465.80",0,34,42,3,7,16,5
2035,Grand Lotto 6/55,6 03 2023,"29,700,000.00",0,14,29,9,6,38,15
2036,Megalotto 6/45,6 03 2023,"12,171,239.80",1,26,43,11,18,5,45
2044,Ultra Lotto 6/58,5 03 2023,"102,359,238.40",0,50,55,40,22,9,53
2045,Superlotto 6/49,5 03 2023,"15,840,000.00",0,30,46,31,45,10,8
2052,Grand Lotto 6/55,4 03 2023,"29,700,000.00",0,53,48,40,23,24,2
2053,Lotto 6/42,4 03 2023,"8,149,079.40",0,3,6,26,37,35,18
2061,Ultra Lotto 6/58,3 03 2023,"95,083,361.40",0,10,28,41,13,55,20
2062,Megalotto 6/45,3 03 2023,"8,910,000.00",0,30,39,38,25,27,19
2070,Superlotto 6/49,2 03 2023,"18,765,983.80",1,20,30,35,28,18,21
2071,Lotto 6/42,2 03 2023,"5,940,000.00",0,21,9,23,28,19,36
2079,Grand Lotto 6/55,1 03 2023,"29,700,000.00",0,8,26,17,41,37,49
2080,Megalotto 6/45,1 03 2023,"8,910,000.00",0,42,44,4,7,1,13
2088,Ultra Lotto 6/58,28 02 2023,"87,542,598.00",0,36,49,40,19,15,48
2089,Superlotto 6/49,28 02 2023,"15,840,000.00",0,22,49,17,29,2,28
2090,Lotto 6/42,28 02 2023,"50,796,013.00",1,26,14,11,8,7,22
2098,Grand Lotto 6/55,27 02 2023,"75,248,476.20",1,9,8,5,1,30,52
2099,Megalotto 6/45,27 02 2023,"11,631,365.60",2,25,4,11,35,15,9
2107,Ultra Lotto 6/58,26 02 2023,"82,103,169.60",0,46,30,25,40,11,35
2108,Superlotto 6/49,26 02 2023,"15,840,000.00",0,17,32,34,1,13,41
2115,Grand Lotto 6/55,25 02 2023,"69,632,781.80",0,44,32,31,41,29,46
2116,Lotto 6/42,25 02 2023,"44,794,007.60",0,37,32,28,9,34,19
2124,Ultra Lotto 6/58,24 02 2023,"76,321,637.80",0,8,2,45,28,47,19
2125,Megalotto 6/45,24 02 2023,"8,910,000.00",0,45,8,10,36,22,38
2133,Superlotto 6/49,23 02 2023,"15,840,000.00",0,42,37,9,1,11,8
2134,Lotto 6/42,23 02 2023,"39,442,156.20",0,26,2,20,41,21,40
2142,Grand Lotto 6/55,22 02 2023,"64,384,899.60",0,34,33,50,17,27,13
2143,Megalotto 6/45,22 02 2023,"8,910,000.00",0,31,43,22,27,1,37
2151,Ultra Lotto 6/58,21 02 2023,"70,049,024.20",0,22,35,47,15,14,3
2152,Superlotto 6/49,21 02 2023,"15,840,000.00",0,1,19,4,48,2,40
2153,Lotto 6/42,21 02 2023,"33,547,590.80",0,36,16,39,30,41,3
2161,Grand Lotto 6/55,20 02 2023,"58,915,919.60",0,15,20,8,28,19,5
2162,Megalotto 6/45,20 02 2023,"37,251,519.80",1,17,23,31,10,21,14
2170,Ultra Lotto 6/58,19 02 2023,"65,074,894.00",0,11,33,37,54,1,26
2171,Superlotto 6/49,19 02 2023,"63,152,025.00",1,47,46,35,25,15,4
2178,Grand Lotto 6/55,18 02 2023,"54,207,976.60",0,55,44,3,14,41,16
2179,Lotto 6/42,18 02 2023,"28,649,604.60",0,20,25,21,33,39,36
2187,Ultra Lotto 6/58,17 02 2023,"60,233,174.60",0,19,5,26,27,58,35
2188,Megalotto 6/45,17 02 2023,"32,302,097.40",0,4,43,27,39,44,33
2196,Superlotto 6/49,16 02 2023,"57,365,863.00",0,39,43,16,42,48,15
2197,Lotto 6/42,16 02 2023,"23,957,900.80",0,42,31,38,35,2,27
2205,Grand Lotto 6/55,15 02 2023,"49,321,695.20",0,7,25,15,22,44,54
2206,Megalotto 6/45,15 02 2023,"27,302,886.00",0,40,5,30,8,43,14
2214,Ultra Lotto 6/58,14 02 2023,"54,662,377.00",0,58,32,33,19,37,53
2215,Superlotto 6/49,14 02 2023,"51,368,505.40",0,42,23,7,37,39,45
2216,Lotto 6/42,14 02 2023,"19,433,863.40",0,26,16,13,10,39,19
2224,Grand Lotto 6/55,13 02 2023,"44,552,733.00",0,17,15,40,42,38,51
2225,Megalotto 6/45,13 02 2023,"22,616,692.20",0,19,42,21,25,32,6
2233,Ultra Lotto 6/58,12 02 2023,"50,435,990.00",0,48,12,35,37,33,22
2234,Superlotto 6/49,12 02 2023,"46,743,465.20",0,24,41,49,32,30,12
2241,Grand Lotto 6/55,11 02 2023,"39,812,150.80",0,4,25,21,53,23,27
2242,Lotto 6/42,11 02 2023,"15,611,420.60",0,1,35,21,39,34,19
2250,Ultra Lotto 6/58,10 02 2023,"49,500,000.00",0,39,23,29,24,47,30
2251,Megalotto 6/45,10 02 2023,"17,906,675.80",0,43,38,29,9,20,6
2259,Superlotto 6/49,9 02 2023,"41,149,080.60",0,3,15,40,43,24,30
2260,Lotto 6/42,9 02 2023,"11,233,506.20",0,21,18,28,20,26,17
2268,Grand Lotto 6/55,8 02 2023,"34,820,906.00",0,32,19,43,27,29,45
2269,Megalotto 6/45,8 02 2023,"13,332,936.40",0,9,20,34,18,16,45
2277,Ultra Lotto 6/58,7 02 2023,"49,500,000.00",0,23,27,58,47,9,29
2278,Superlotto 6/49,7 02 2023,"35,440,569.00",0,32,44,6,31,28,29
2279,Lotto 6/42,7 02 2023,"7,356,078.20",0,30,21,14,27,22,42
2287,Grand Lotto 6/55,6 02 2023,"29,999,916.20",0,24,4,40,46,38,21
2288,Megalotto 6/45,6 02 2023,"9,028,916.60",0,12,15,21,38,25,14
2296,Ultra Lotto 6/58,5 02 2023,"49,500,000.00",0,49,42,14,7,16,30
2297,Superlotto 6/49,5 02 2023,"30,912,659.00",0,12,32,21,35,18,40
2304,Grand Lotto 6/55,4 02 2023,"29,700,000.00",0,8,17,12,1,35,3
2305,Lotto 6/42,4 02 2023,"5,940,000.00",0,24,30,1,27,4,23
2313,Ultra Lotto 6/58,3 02 2023,"49,500,000.00",0,21,11,23,29,9,50
2314,Megalotto 6/45,3 02 2023,"8,910,000.00",0,7,28,5,40,43,11
2322,Superlotto 6/49,2 02 2023,"25,893,524.00",0,30,9,38,4,47,44
2323,Lotto 6/42,2 02 2023,"5,940,000.00",1,2,27,16,29,4,19
2331,Grand Lotto 6/55,1 02 2023,"29,700,000.00",0,40,8,45,6,23,41
2332,Megalotto 6/45,1 02 2023,"73,481,247.20",2,37,29,42,21,27,5
2340,Ultra Lotto 6/58,31 01 2023,"49,500,000.00",0,20,47,33,14,2,29
2341,Superlotto 6/49,31 01 2023,"20,893,250.00",0,46,19,44,22,31,13
2342,Lotto 6/42,31 01 2023,"25,490,659.00",1,31,41,29,25,20,8
2350,Grand Lotto 6/55,30 01 2023,"29,700,000.00",0,3,15,27,35,16,51
2351,Megalotto 6/45,30 01 2023,"65,996,314.60",0,35,41,18,16,3,20
2359,Ultra Lotto 6/58,29 01 2023,"49,500,000.00",0,37,41,50,47,57,10
2360,Superlotto 6/49,29 01 2023,"17,592,150.80",0,34,39,10,43,5,11
2367,Grand Lotto 6/55,28 01 2023,"29,700,000.00",0,10,34,28,46,4,14
2368,Lotto 6/42,28 01 2023,"20,815,329.80",0,14,1,26,37,20,23
2376,Ultra Lotto 6/58,27 01 2023,"49,500,000.00",0,6,25,34,43,21,24
2377,Megalotto 6/45,27 01 2023,"58,640,551.20",0,21,29,42,14,37,34
2385,Superlotto 6/49,26 01 2023,"15,840,000.00",0,44,45,41,22,39,38
2386,Lotto 6/42,26 01 2023,"16,101,832.80",0,5,12,18,24,4,17
2394,Grand Lotto 6/55,25 01 2023,"29,700,000.00",0,40,30,44,33,51,27
2395,Megalotto 6/45,25 01 2023,"51,830,237.00",0,34,7,32,20,8,29
2403,Ultra Lotto 6/58,24 01 2023,"49,500,000.00",0,24,35,18,43,49,22
2404,Superlotto 6/49,24 01 2023,"15,840,000.00",0,22,13,18,6,47,32
2405,Lotto 6/42,24 01 2023,"11,660,311.60",0,14,40,30,35,42,3
2413,Grand Lotto 6/55,23 01 2023,"29,700,000.00",0,27,49,7,4,26,33
2414,Megalotto 6/45,23 01 2023,"45,306,612.80",0,32,7,33,18,39,15
2422,Ultra Lotto 6/58,22 01 2023,"49,500,000.00",0,41,27,34,38,13,16
2423,Superlotto 6/49,22 01 2023,"15,840,000.00",0,14,24,38,37,16,2
2430,Grand Lotto 6/55,21 01 2023,"29,700,000.00",1,3,44,10,13,23,11
2431,Lotto 6/42,21 01 2023,"7,947,435.00",0,15,19,25,9,32,11
2439,Ultra Lotto 6/58,20 01 2023,"49,500,000.00",1,24,39,31,19,42,13
2440,Megalotto 6/45,20 01 2023,"38,939,521.60",0,45,28,39,5,34,21
2448,Superlotto 6/49,19 01 2023,"79,151,086.60",1,17,19,31,13,47,34
2449,Lotto 6/42,19 01 2023,"5,940,000.00",0,23,5,29,1,31,11
2457,Grand Lotto 6/55,18 01 2023,"29,700,000.00",0,4,52,21,48,15,30
2458,Megalotto 6/45,18 01 2023,"33,413,112.00",0,37,3,5,7,10,38
2466,Ultra Lotto 6/58,17 01 2023,"49,500,000.00",0,45,32,30,34,27,39
2467,Superlotto 6/49,17 01 2023,"71,834,626.40",0,19,24,3,18,33,49
2468,Lotto 6/42,17 01 2023,"35,314,806.60",1,34,24,2,6,33,7
2476,Grand Lotto 6/55,16 01 2023,"29,700,000.00",0,16,44,36,47,37,13
2477,Megalotto 6/45,16 01 2023,"28,062,057.80",0,31,32,16,9,13,15
2485,Ultra Lotto 6/58,15 01 2023,"49,500,000.00",0,45,16,43,38,2,3
2486,Superlotto 6/49,15 01 2023,"65,797,672.80",0,4,42,8,10,29,22
2493,Grand Lotto 6/55,14 01 2023,"29,700,000.00",0,47,34,6,15,51,1
2494,Lotto 6/42,14 01 2023,"30,382,081.40",0,41,12,31,37,34,5
2502,Ultra Lotto 6/58,13 01 2023,"49,500,000.00",0,12,17,2,50,24,44
2503,Megalotto 6/45,13 01 2023,"22,853,784.80",0,9,18,33,39,35,14
2511,Superlotto 6/49,12 01 2023,"59,283,487.40",0,1,32,19,36,22,46
2512,Lotto 6/42,12 01 2023,"24,919,457.00",0,7,42,20,5,33,31
2520,Grand Lotto 6/55,11 01 2023,"29,700,000.00",0,39,43,18,7,29,52
2521,Megalotto 6/45,11 01 2023,"17,942,381.60",0,45,15,31,29,20,30
2529,Ultra Lotto 6/58,10 01 2023,"49,500,000.00",0,1,56,47,7,55,29
2530,Superlotto 6/49,10 01 2023,"52,921,136.40",0,21,40,23,8,47,4
2531,Lotto 6/42,10 01 2023,"20,045,611.60",0,16,8,1,29,4,26
2539,Grand Lotto 6/55,9 01 2023,"29,700,000.00",0,35,7,11,30,23,55
2540,Megalotto 6/45,9 01 2023,"13,374,009.00",0,33,25,9,45,28,5
2548,Ultra Lotto 6/58,8 01 2023,"49,500,000.00",0,21,32,7,55,17,27
2549,Superlotto 6/49,8 01 2023,"47,560,916.60",0,37,17,7,19,47,41
2556,Grand Lotto 6/55,7 01 2023,"142,580,483.20",2,44,13,19,33,27,39
2557,Lotto 6/42,7 01 2023,"15,660,874.80",0,18,13,39,35,6,5
2565,Ultra Lotto 6/58,6 01 2023,"49,500,000.00",0,17,31,12,52,3,44
2566,Megalotto 6/45,6 01 2023,"8,910,000.00",0,41,33,4,44,12,6
2574,Superlotto 6/49,5 01 2023,"41,750,008.20",0,19,32,49,36,7,34
2575,Lotto 6/42,5 01 2023,"11,006,275.20",0,36,37,32,15,39,9
2583,Grand Lotto 6/55,4 01 2023,"132,308,964.80",0,8,49,2,44,7,19
2584,Megalotto 6/45,4 01 2023,"8,910,000.00",0,37,7,38,24,31,45
2592,Ultra Lotto 6/58,3 01 2023,"49,500,000.00",0,57,35,45,56,14,20
2593,Superlotto 6/49,3 01 2023,"35,852,289.20",0,28,49,10,5,39,12
2594,Lotto 6/42,3 01 2023,"6,890,530.20",0,40,25,28,13,36,39
2602,Grand Lotto 6/55,2 01 2023,"123,065,224.80",0,30,33,54,43,41,32
2603,Megalotto 6/45,2 01 2023,"19,503,337.00",1,4,26,38,15,34,17
2611,Grand Lotto 6/55,31 12 2022,"115,262,757.60",0,5,35,13,39,27,9
2612,Lotto 6/42,31 12 2022,"5,940,000.00",0,1,21,27,3,7,17
2620,Ultra Lotto 6/58,30 12 2022,"521,275,111.60",2,1,23,15,3,8,5
2621,Megalotto 6/45,30 12 2022,"15,200,497.60",0,27,28,40,14,3,34
2629,Superlotto 6/49,29 12 2022,"30,855,286.60",0,30,34,44,4,42,15
2630,Lotto 6/42,29 12 2022,"58,430,935.80",1,27,5,26,31,19,9
2638,Grand Lotto 6/55,28 12 2022,"108,934,440.00",0,30,25,20,41,17,42
2639,Megalotto 6/45,28 12 2022,"9,212,113.00",0,34,8,11,18,10,38
2647,Ultra Lotto 6/58,27 12 2022,"492,970,782.80",0,36,44,43,50,12,6
2648,Superlotto 6/49,27 12 2022,"25,359,791.80",0,29,26,48,24,10,22
2649,Lotto 6/42,27 12 2022,"50,129,894.00",0,37,16,26,3,42,10
