,LOTTO GAME,DRAW DATE,JACKPOT (PHP),WINNERS,BALL 1,BALL 2,BALL 3,BALL 4,BALL 5,BALL 6
29309,Superlotto 6/49,3 04 2014,"16,000,000.00",0,8,1,35,46,2,22
29315,Lotto 6/42,3 04 2014,"6,000,000.00",0,1,36,23,31,3,25
29318,Megalotto 6/45,2 04 2014,"47,000,108.00",0,24,11,13,19,7,34
29326,Grand Lotto 6/55,2 04 2014,"214,330,176.00",0,33,3,35,31,19,38
29327,Superlotto 6/49,1 04 2014,"63,332,184.00",1,22,20,17,9,13,29
29333,Lotto 6/42,1 04 2014,"20,109,076.00",1,27,8,4,40,33,12
29336,Megalotto 6/45,31 03 2014,"42,220,476.00",0,38,39,14,22,18,27
29344,Grand Lotto 6/55,31 03 2014,"198,654,120.00",0,5,44,29,30,48,20
29345,Superlotto 6/49,30 03 2014,"58,281,024.00",0,36,40,24,10,35,17
29357,Lotto 6/42,29 03 2014,"16,904,096.00",0,7,13,23,29,32,16
29360,Grand Lotto 6/55,29 03 2014,"186,710,092.00",0,40,41,24,9,34,21
29361,Megalotto 6/45,28 03 2014,"38,016,720.00",0,27,11,26,14,45,21
29369,Superlotto 6/49,27 03 2014,"52,358,672.00",0,16,26,47,46,32,8
29375,Lotto 6/42,27 03 2014,"13,718,904.00",0,12,27,34,41,31,5
29378,Megalotto 6/45,26 03 2014,"32,091,052.00",0,21,15,34,32,31,44
29386,Grand Lotto 6/55,26 03 2014,"173,900,180.00",0,18,53,38,9,14,23
29387,Superlotto 6/49,25 03 2014,"47,588,788.00",0,49,31,16,7,24,28
29393,Lotto 6/42,25 03 2014,"10,979,844.00",0,6,15,5,18,24,27
29396,Megalotto 6/45,24 03 2014,"28,302,332.00",0,9,15,19,31,45,11
29404,Grand Lotto 6/55,24 03 2014,"163,390,440.00",0,43,31,33,4,7,42
29405,Superlotto 6/49,23 03 2014,"43,024,400.00",0,16,44,43,17,47,12
29417,Lotto 6/42,22 03 2014,"8,187,512.00",0,1,21,28,42,35,30
29420,Grand Lotto 6/55,22 03 2014,"153,506,348.00",0,36,6,21,30,11,25
29421,Megalotto 6/45,21 03 2014,"24,719,508.00",0,21,11,29,15,37,35
29429,Superlotto 6/49,20 03 2014,"37,473,672.00",0,22,30,1,40,32,12
29435,Lotto 6/42,20 03 2014,"6,000,000.00",0,10,16,8,11,13,32
29438,Megalotto 6/45,19 03 2014,"18,954,708.00",0,41,4,28,19,39,12
29446,Grand Lotto 6/55,19 03 2014,"142,359,672.00",0,47,3,50,43,20,51
29447,Superlotto 6/49,18 03 2014,"32,955,960.00",0,12,46,26,30,27,9
29453,Lotto 6/42,18 03 2014,"6,000,000.00",0,14,10,19,21,24,20
29456,Megalotto 6/45,17 03 2014,"15,476,736.00",0,15,27,39,25,3,4
29464,Grand Lotto 6/55,17 03 2014,"132,512,236.00",0,8,29,17,51,26,32
29465,Superlotto 6/49,16 03 2014,"28,585,736.00",0,1,15,47,36,8,48
29477,Lotto 6/42,15 03 2014,"6,000,000.00",1,26,22,25,4,19,12
29480,Grand Lotto 6/55,15 03 2014,"122,841,888.00",0,46,40,55,32,2,3
29481,Megalotto 6/45,14 03 2014,"11,994,396.00",0,39,32,44,7,5,16
29489,Superlotto 6/49,13 03 2014,"23,210,212.00",0,7,49,40,25,38,37
29495,Lotto 6/42,13 03 2014,"50,677,708.00",1,15,20,21,23,1,5
29498,Megalotto 6/45,12 03 2014,"9,000,000.00",0,2,8,7,21,15,32
29506,Grand Lotto 6/55,12 03 2014,"113,048,964.00",0,8,44,1,54,30,5
29507,Superlotto 6/49,11 03 2014,"20,011,176.00",0,17,49,13,24,10,3
29513,Lotto 6/42,11 03 2014,"45,662,880.00",0,25,40,38,12,6,34
29516,Megalotto 6/45,10 03 2014,"9,000,000.00",0,20,8,34,44,23,27
29524,Grand Lotto 6/55,10 03 2014,"104,934,552.00",0,33,51,42,27,32,43
29525,Superlotto 6/49,9 03 2014,"16,876,860.00",0,41,27,21,47,43,14
29537,Lotto 6/42,8 03 2014,"40,522,572.00",0,2,11,1,3,37,22
29540,Grand Lotto 6/55,8 03 2014,"97,142,892.00",0,11,21,7,20,54,26
29541,Megalotto 6/45,7 03 2014,"39,403,380.00",1,24,5,28,19,36,34
29549,Superlotto 6/49,6 03 2014,"16,000,000.00",0,4,17,11,44,39,31
29555,Lotto 6/42,6 03 2014,"36,407,824.00",0,4,26,21,39,9,10
29558,Megalotto 6/45,5 03 2014,"33,129,788.00",0,34,25,3,43,33,44
29566,Grand Lotto 6/55,5 03 2014,"90,400,824.00",0,26,34,36,27,45,39
29567,Superlotto 6/49,4 03 2014,"16,000,000.00",0,26,36,7,28,1,46
29573,Lotto 6/42,4 03 2014,"31,942,524.00",0,24,35,25,3,30,34
29576,Megalotto 6/45,3 03 2014,"29,109,504.00",0,7,25,18,8,4,36
29584,Grand Lotto 6/55,3 03 2014,"84,472,340.00",0,42,47,43,48,52,17
29585,Superlotto 6/49,2 03 2014,"16,000,000.00",0,28,41,31,45,9,12
29597,Lotto 6/42,1 03 2014,"27,428,564.00",0,29,21,3,4,2,31
29600,Grand Lotto 6/55,1 03 2014,"78,663,292.00",0,55,21,37,48,14,47
29601,Megalotto 6/45,28 02 2014,"25,067,976.00",0,7,44,29,17,19,16
29609,Superlotto 6/49,27 02 2014,"89,065,812.00",1,30,44,45,7,39,48
29615,Lotto 6/42,27 02 2014,"23,695,640.00",0,16,38,28,15,19,24
29618,Megalotto 6/45,26 02 2014,"19,169,076.00",0,27,14,37,23,7,31
29626,Grand Lotto 6/55,26 02 2014,"72,648,656.00",0,54,17,28,55,23,5
29627,Superlotto 6/49,25 02 2014,"82,770,864.00",0,14,25,47,22,17,4
29633,Lotto 6/42,25 02 2014,"20,574,712.00",0,32,40,6,21,37,14
29636,Megalotto 6/45,24 02 2014,"15,673,864.00",0,10,37,42,9,20,4
29644,Grand Lotto 6/55,24 02 2014,"67,463,252.00",0,3,27,52,2,26,43
29645,Superlotto 6/49,23 02 2014,"76,762,808.00",0,12,41,32,8,35,16
29657,Lotto 6/42,22 02 2014,"17,406,600.00",0,27,32,38,16,34,8
29660,Grand Lotto 6/55,22 02 2014,"62,402,176.00",0,8,51,11,48,34,10
29661,Megalotto 6/45,21 02 2014,"12,208,948.00",0,3,43,8,42,40,31
29669,Superlotto 6/49,20 02 2014,"69,658,556.00",0,49,32,4,12,23,24
29675,Lotto 6/42,20 02 2014,"14,107,432.00",0,8,6,20,35,26,10
29678,Megalotto 6/45,19 02 2014,"9,000,000.00",0,6,14,28,44,16,42
29686,Grand Lotto 6/55,19 02 2014,"56,930,340.00",0,18,23,9,7,14,13
29687,Superlotto 6/49,18 02 2014,"63,865,672.00",0,32,17,43,14,40,23
29693,Lotto 6/42,18 02 2014,"11,262,144.00",0,30,26,21,16,32,5
29696,Megalotto 6/45,17 02 2014,"9,000,000.00",0,37,12,16,15,23,14
29704,Grand Lotto 6/55,17 02 2014,"51,945,960.00",0,45,21,39,16,24,27
29705,Superlotto 6/49,16 02 2014,"58,281,984.00",0,14,22,42,11,26,49
29717,Lotto 6/42,15 02 2014,"8,360,180.00",0,34,31,16,3,29,12
29720,Grand Lotto 6/55,15 02 2014,"46,996,680.00",0,8,3,19,13,42,1
29721,Megalotto 6/45,14 02 2014,"26,690,616.00",2,2,10,14,38,31,33
29729,Superlotto 6/49,13 02 2014,"51,534,272.00",0,3,13,33,7,49,2
29735,Lotto 6/42,13 02 2014,"6,000,000.00",0,11,25,21,39,41,5
29738,Megalotto 6/45,12 02 2014,"20,790,916.00",0,4,23,18,1,39,25
29746,Grand Lotto 6/55,12 02 2014,"41,837,000.00",0,16,46,3,52,51,15
29747,Superlotto 6/49,11 02 2014,"46,339,620.00",0,24,38,43,22,37,31
29753,Lotto 6/42,11 02 2014,"6,000,000.00",0,22,41,35,20,29,42
29756,Megalotto 6/45,10 02 2014,"16,981,924.00",0,18,15,13,22,41,28
29764,Grand Lotto 6/55,10 02 2014,"37,535,824.00",0,23,49,9,48,46,45
29765,Superlotto 6/49,9 02 2014,"41,296,100.00",0,29,35,13,48,22,9
29777,Lotto 6/42,8 02 2014,"8,976,540.00",2,9,19,11,22,16,6
29780,Grand Lotto 6/55,8 02 2014,"33,218,876.00",0,8,51,9,49,15,26
29781,Megalotto 6/45,7 02 2014,"13,169,248.00",0,29,3,6,18,43,23
29789,Superlotto 6/49,6 02 2014,"35,139,236.00",0,30,20,6,29,1,3
29795,Lotto 6/42,6 02 2014,"6,000,000.00",0,1,9,32,37,33,5
29798,Megalotto 6/45,5 02 2014,"9,000,000.00",0,44,17,21,38,11,1
29806,Grand Lotto 6/55,5 02 2014,"30,000,000.00",0,20,42,33,13,3,4
29807,Superlotto 6/49,4 02 2014,"30,412,268.00",0,36,6,19,24,3,28
29813,Lotto 6/42,4 02 2014,"6,000,000.00",0,23,8,28,9,24,33
29816,Megalotto 6/45,3 02 2014,"9,000,000.00",0,7,9,32,30,39,4
29824,Grand Lotto 6/55,3 02 2014,"30,000,000.00",0,49,37,22,27,35,44
29825,Superlotto 6/49,2 02 2014,"26,031,796.00",0,40,29,5,44,49,7
29837,Lotto 6/42,1 02 2014,"27,893,532.00",2,11,21,12,4,20,8
29840,Grand Lotto 6/55,1 02 2014,"30,000,000.00",0,25,9,6,50,32,48
29841,Megalotto 6/45,31 01 2014,"78,792,744.00",1,38,16,32,7,19,14
29849,Superlotto 6/49,30 01 2014,"20,544,940.00",0,48,8,43,34,44,30
29855,Lotto 6/42,30 01 2014,"23,729,832.00",0,4,7,19,40,9,33
29858,Megalotto 6/45,29 01 2014,"70,273,588.00",0,2,45,17,39,15,20
29866,Grand Lotto 6/55,29 01 2014,"30,000,000.00",0,51,25,50,17,45,32
29867,Superlotto 6/49,28 01 2014,"17,027,120.00",0,29,28,45,44,40,18
29873,Lotto 6/42,28 01 2014,"19,748,020.00",0,31,19,27,17,20,12
29876,Megalotto 6/45,27 01 2014,"63,465,848.00",0,36,2,8,33,15,6
29884,Grand Lotto 6/55,27 01 2014,"30,000,000.00",0,54,32,47,14,46,53
29885,Superlotto 6/49,26 01 2014,"16,000,000.00",0,2,42,6,13,34,40
29897,Lotto 6/42,25 01 2014,"15,928,868.00",0,7,24,34,22,20,35
29900,Grand Lotto 6/55,25 01 2014,"30,000,000.00",0,50,41,47,9,35,5
29901,Megalotto 6/45,24 01 2014,"56,856,784.00",0,41,39,9,22,18,3
29909,Superlotto 6/49,23 01 2014,"16,000,000.00",0,29,43,48,13,6,25
29915,Lotto 6/42,23 01 2014,"12,368,508.00",0,9,3,11,22,40,15
29918,Megalotto 6/45,22 01 2014,"49,019,536.00",0,24,37,23,34,13,31
29926,Grand Lotto 6/55,22 01 2014,"30,000,000.00",0,19,23,53,4,16,30
29927,Superlotto 6/49,21 01 2014,"16,000,000.00",0,12,9,35,45,27,25
29933,Lotto 6/42,21 01 2014,"9,196,320.00",0,10,37,19,12,3,32
29936,Megalotto 6/45,20 01 2014,"42,943,664.00",0,41,16,30,28,5,7
29944,Grand Lotto 6/55,20 01 2014,"155,401,636.00",1,2,38,32,19,8,3
29945,Superlotto 6/49,19 01 2014,"16,000,000.00",1,25,7,36,12,43,33
29957,Lotto 6/42,18 01 2014,"6,000,000.00",0,8,27,25,3,41,26
29960,Grand Lotto 6/55,18 01 2014,"142,536,532.00",0,27,8,48,9,46,45
29961,Megalotto 6/45,17 01 2014,"37,926,144.00",0,13,35,45,43,26,17
29969,Superlotto 6/49,16 01 2014,"16,000,000.00",0,21,43,38,49,11,20
29975,Lotto 6/42,16 01 2014,"6,000,000.00",0,12,29,11,33,22,36
29978,Megalotto 6/45,15 01 2014,"30,958,204.00",0,20,40,10,13,38,28
29986,Grand Lotto 6/55,15 01 2014,"129,504,636.00",0,38,21,3,22,50,28
29987,Superlotto 6/49,14 01 2014,"16,000,000.00",0,24,28,8,31,20,13
29993,Lotto 6/42,14 01 2014,"6,000,000.00",1,8,24,37,42,36,14
29996,Megalotto 6/45,13 01 2014,"26,743,148.00",0,32,25,21,11,34,29
30004,Grand Lotto 6/55,13 01 2014,"120,138,412.00",0,39,4,38,19,42,13
30005,Superlotto 6/49,12 01 2014,"24,816,752.00",1,9,21,14,27,6,19
30017,Lotto 6/42,11 01 2014,"6,000,000.00",0,38,22,21,34,19,16
30020,Grand Lotto 6/55,11 01 2014,"111,873,488.00",0,8,24,30,52,27,6
30021,Megalotto 6/45,10 01 2014,"22,798,960.00",0,34,23,25,44,35,2
30029,Superlotto 6/49,9 01 2014,"19,458,416.00",0,33,48,34,20,11,3
30035,Lotto 6/42,9 01 2014,"22,425,340.00",1,21,13,19,27,20,23
30038,Megalotto 6/45,8 01 2014,"16,821,708.00",0,16,19,4,36,22,12
30046,Grand Lotto 6/55,8 01 2014,"102,924,972.00",0,22,43,8,54,20,40
30047,Superlotto 6/49,7 01 2014,"16,000,000.00",0,16,48,24,14,27,28
30053,Lotto 6/42,7 01 2014,"18,538,044.00",0,6,32,25,38,10,41
30056,Megalotto 6/45,6 01 2014,"13,099,968.00",0,34,24,39,4,1,33
30064,Grand Lotto 6/55,6 01 2014,"95,019,892.00",0,9,2,47,29,12,55
30065,Superlotto 6/49,5 01 2014,"16,000,000.00",0,11,27,1,35,2,30
30077,Lotto 6/42,4 01 2014,"14,755,896.00",0,18,26,7,33,40,6
30080,Grand Lotto 6/55,4 01 2014,"88,354,360.00",0,32,10,18,3,38,31
30081,Megalotto 6/45,3 01 2014,"9,467,076.00",0,33,30,39,34,24,19
30089,Superlotto 6/49,2 01 2014,"16,000,000.00",0,42,8,45,41,48,3
30095,Lotto 6/42,2 01 2014,"11,463,512.00",0,16,14,4,15,39,10
30098,Superlotto 6/49,31 12 2013,"16,000,000.00",0,44,34,9,49,12,26
30104,Lotto 6/42,31 12 2013,"8,477,020.00",0,29,14,41,19,38,37
30107,Megalotto 6/45,30 12 2013,"9,000,000.00",0,1,26,2,29,11,41
30115,Grand Lotto 6/55,30 12 2013,"81,386,628.00",0,38,15,34,29,8,41
30116,Superlotto 6/49,29 12 2013,"30,577,516.00",1,45,39,34,21,5,19
30128,Lotto 6/42,28 12 2013,"6,334,552.00",0,16,11,34,41,31,3
30131,Grand Lotto 6/55,28 12 2013,"75,201,916.00",0,35,42,9,15,39,36
30132,Megalotto 6/45,27 12 2013,"43,195,588.00",1,26,27,15,21,29,45
30140,Superlotto 6/49,26 12 2013,"24,635,820.00",0,25,2,46,45,39,47
30146,Lotto 6/42,26 12 2013,"6,000,000.00",0,29,41,20,36,40,3
30149,Superlotto 6/49,24 12 2013,"20,499,224.00",0,13,42,18,15,41,5
30155,Lotto 6/42,24 12 2013,"28,628,940.00",1,1,41,24,16,20,15
30158,Megalotto 6/45,23 12 2013,"36,225,376.00",0,34,6,36,24,32,9
30166,Grand Lotto 6/55,23 12 2013,"68,715,792.00",0,40,24,8,48,35,9
30167,Superlotto 6/49,22 12 2013,"18,398,048.00",0,34,35,16,33,42,23
30179,Lotto 6/42,21 12 2013,"26,068,812.00",0,25,2,38,4,32,34
30182,Grand Lotto 6/55,21 12 2013,"63,430,208.00",0,9,49,14,3,23,35
30183,Megalotto 6/45,20 12 2013,"31,568,076.00",0,2,22,38,42,28,26
30191,Superlotto 6/49,19 12 2013,"16,000,000.00",0,33,23,34,49,16,3
30197,Lotto 6/42,19 12 2013,"22,213,608.00",0,17,5,30,10,36,12
30200,Megalotto 6/45,18 12 2013,"25,568,112.00",0,40,42,5,19,1,21
30208,Grand Lotto 6/55,18 12 2013,"58,057,792.00",0,7,20,40,1,31,21
30209,Superlotto 6/49,17 12 2013,"16,000,000.00",0,40,42,14,47,24,30
30215,Lotto 6/42,17 12 2013,"18,298,172.00",0,18,1,10,34,24,35
30218,Megalotto 6/45,16 12 2013,"21,565,004.00",0,44,26,25,22,23,2
30226,Grand Lotto 6/55,16 12 2013,"53,271,756.00",0,11,55,53,16,39,17
30227,Superlotto 6/49,15 12 2013,"16,000,000.00",0,14,46,21,2,10,17
30239,Lotto 6/42,14 12 2013,"14,495,172.00",0,27,4,38,13,3,11
30242,Grand Lotto 6/55,14 12 2013,"48,518,244.00",0,8,10,29,6,51,35
30243,Megalotto 6/45,13 12 2013,"17,612,860.00",0,38,35,45,19,34,27
30251,Superlotto 6/49,12 12 2013,"126,350,776.00",1,12,8,37,17,20,9
30257,Lotto 6/42,12 12 2013,"11,085,664.00",0,37,18,4,32,15,21
30260,Megalotto 6/45,11 12 2013,"11,893,000.00",0,5,6,34,43,23,31
30268,Grand Lotto 6/55,11 12 2013,"43,451,732.00",0,35,41,18,54,31,39
30269,Superlotto 6/49,10 12 2013,"116,430,996.00",0,11,5,3,43,38,35
30275,Lotto 6/42,10 12 2013,"8,282,872.00",0,42,12,21,38,19,25
30278,Megalotto 6/45,9 12 2013,"9,000,000.00",0,28,4,42,24,2,43
30286,Grand Lotto 6/55,9 12 2013,"39,196,312.00",0,17,4,51,18,40,50
30287,Superlotto 6/49,8 12 2013,"107,698,860.00",0,10,36,44,35,19,39
30299,Lotto 6/42,7 12 2013,"6,000,000.00",0,30,2,11,16,18,3
30302,Grand Lotto 6/55,7 12 2013,"35,101,912.00",0,41,14,27,13,2,35
30303,Megalotto 6/45,6 12 2013,"9,000,000.00",0,38,21,44,19,35,34
30311,Superlotto 6/49,5 12 2013,"98,386,344.00",0,15,7,30,48,25,32
30317,Lotto 6/42,5 12 2013,"6,000,000.00",0,29,41,17,26,9,4
30320,Megalotto 6/45,4 12 2013,"9,000,000.00",1,28,32,18,26,24,37
30328,Grand Lotto 6/55,4 12 2013,"30,602,056.00",0,54,27,3,11,28,2
30329,Superlotto 6/49,3 12 2013,"90,911,548.00",0,2,41,23,3,5,4
30335,Lotto 6/42,3 12 2013,"6,000,000.00",2,3,23,6,15,20,25
30338,Megalotto 6/45,2 12 2013,"9,000,000.00",1,2,22,43,5,13,20
30346,Grand Lotto 6/55,2 12 2013,"30,000,000.00",0,43,42,15,21,55,29
30347,Superlotto 6/49,1 12 2013,"84,317,088.00",0,8,45,3,46,49,26
30359,Lotto 6/42,30 11 2013,"28,195,300.00",1,33,40,1,7,24,42
30362,Grand Lotto 6/55,30 11 2013,"30,000,000.00",0,24,35,40,3,20,48
30363,Megalotto 6/45,29 11 2013,"9,000,000.00",0,37,45,33,6,4,31
30371,Superlotto 6/49,28 11 2013,"76,834,504.00",0,49,22,17,21,23,24
30377,Lotto 6/42,28 11 2013,"24,264,760.00",0,32,10,12,8,20,26
30380,Megalotto 6/45,27 11 2013,"32,800,264.00",1,15,37,16,3,38,43
30388,Grand Lotto 6/55,27 11 2013,"30,000,000.00",0,43,28,4,17,36,9
30389,Superlotto 6/49,26 11 2013,"71,332,748.00",0,28,6,35,36,2,21
30395,Lotto 6/42,26 11 2013,"21,221,548.00",0,22,15,2,34,1,36
30398,Megalotto 6/45,25 11 2013,"28,791,200.00",0,34,3,37,42,5,6
30406,Grand Lotto 6/55,25 11 2013,"30,000,000.00",0,47,39,10,43,16,51
30407,Superlotto 6/49,24 11 2013,"66,079,836.00",0,42,10,33,38,4,23
30419,Lotto 6/42,23 11 2013,"18,079,068.00",0,18,35,17,40,15,30
30422,Grand Lotto 6/55,23 11 2013,"30,000,000.00",0,32,46,28,38,48,21
30423,Megalotto 6/45,22 11 2013,"24,843,364.00",0,32,10,37,29,40,6
30431,Superlotto 6/49,21 11 2013,"59,897,028.00",0,47,21,9,35,19,15
30437,Lotto 6/42,21 11 2013,"14,749,020.00",0,28,32,38,36,14,16
30440,Megalotto 6/45,20 11 2013,"19,321,848.00",0,32,8,25,7,44,20
30448,Grand Lotto 6/55,20 11 2013,"30,000,000.00",0,4,54,14,53,36,50
30449,Superlotto 6/49,19 11 2013,"54,721,804.00",0,7,47,21,33,38,24
30455,Lotto 6/42,19 11 2013,"11,921,524.00",0,32,26,10,40,41,36
30458,Megalotto 6/45,18 11 2013,"15,613,020.00",0,21,10,28,17,30,26
30466,Grand Lotto 6/55,18 11 2013,"30,000,000.00",0,21,25,13,50,26,4
30467,Superlotto 6/49,17 11 2013,"49,671,032.00",0,36,4,30,26,31,27
30479,Lotto 6/42,16 11 2013,"8,941,568.00",0,30,3,17,41,26,2
30482,Grand Lotto 6/55,16 11 2013,"30,000,000.00",1,17,53,47,35,7,27
30483,Megalotto 6/45,15 11 2013,"11,891,072.00",0,45,16,25,23,1,7
30491,Superlotto 6/49,14 11 2013,"43,496,364.00",0,22,6,1,27,34,15
30497,Lotto 6/42,14 11 2013,"6,000,000.00",0,14,39,15,18,42,4
30500,Megalotto 6/45,13 11 2013,"9,000,000.00",0,7,8,45,10,30,20
30508,Grand Lotto 6/55,13 11 2013,"30,000,000.00",0,38,20,4,28,47,22
30509,Superlotto 6/49,12 11 2013,"38,863,408.00",0,3,6,45,31,16,27
30515,Lotto 6/42,12 11 2013,"6,000,000.00",0,32,16,24,3,5,25
30518,Megalotto 6/45,11 11 2013,"9,000,000.00",0,24,19,31,36,4,33
30526,Grand Lotto 6/55,11 11 2013,"30,000,000.00",0,50,21,43,52,19,2
30527,Superlotto 6/49,10 11 2013,"34,527,424.00",0,37,19,32,31,5,14
30539,Lotto 6/42,9 11 2013,"56,230,840.00",1,28,30,2,3,8,42
30542,Grand Lotto 6/55,9 11 2013,"30,000,000.00",0,18,1,39,47,3,55
30543,Megalotto 6/45,8 11 2013,"9,000,000.00",1,11,29,27,4,16,8
30551,Superlotto 6/49,7 11 2013,"29,241,276.00",0,15,11,23,45,8,12
30557,Lotto 6/42,7 11 2013,"50,638,124.00",0,18,22,41,4,19,20
30560,Megalotto 6/45,6 11 2013,"73,811,464.00",1,1,12,25,28,37,27
30568,Grand Lotto 6/55,6 11 2013,"30,000,000.00",0,1,23,32,41,28,17
30569,Superlotto 6/49,5 11 2013,"26,039,684.00",0,48,16,2,46,29,45
30575,Lotto 6/42,5 11 2013,"45,730,328.00",0,32,17,30,8,20,11
30578,Megalotto 6/45,4 11 2013,"67,203,744.00",0,25,24,23,11,7,38
30586,Grand Lotto 6/55,4 11 2013,"148,271,384.00",1,26,47,50,48,28,55
30587,Superlotto 6/49,3 11 2013,"22,649,464.00",0,5,10,32,29,45,37
30599,Lotto 6/42,2 11 2013,"40,698,928.00",0,24,37,7,30,25,1
30602,Grand Lotto 6/55,2 11 2013,"139,078,576.00",0,6,34,38,20,49,13
30603,Megalotto 6/45,1 11 2013,"61,787,940.00",0,29,10,31,4,1,8
30611,Superlotto 6/49,31 10 2013,"17,594,368.00",0,36,37,10,8,49,40
30617,Lotto 6/42,31 10 2013,"36,909,680.00",0,7,35,14,30,6,4
30620,Megalotto 6/45,30 10 2013,"57,003,668.00",0,24,20,45,37,33,16
30628,Grand Lotto 6/55,30 10 2013,"130,819,492.00",0,23,24,47,43,53,7
30629,Superlotto 6/49,29 10 2013,"16,000,000.00",0,18,29,3,31,17,13
30635,Lotto 6/42,29 10 2013,"32,557,272.00",0,37,17,3,20,28,23
30638,Megalotto 6/45,28 10 2013,"52,084,556.00",0,44,33,18,45,17,10
30646,Grand Lotto 6/55,28 10 2013,"122,614,000.00",0,10,36,48,41,40,23
30647,Superlotto 6/49,27 10 2013,"16,000,000.00",0,13,38,46,34,25,22
30659,Lotto 6/42,26 10 2013,"28,424,744.00",0,29,20,28,35,16,11
30662,Grand Lotto 6/55,26 10 2013,"116,061,952.00",0,46,2,4,30,22,33
30663,Megalotto 6/45,25 10 2013,"48,171,828.00",0,14,30,9,1,20,6
30671,Superlotto 6/49,24 10 2013,"16,000,000.00",0,24,33,34,12,6,25
30677,Lotto 6/42,24 10 2013,"24,853,032.00",0,4,22,12,25,20,21
30680,Megalotto 6/45,23 10 2013,"41,854,660.00",0,26,34,31,44,12,4
30688,Grand Lotto 6/55,23 10 2013,"107,562,996.00",0,26,6,37,34,28,40
30689,Superlotto 6/49,22 10 2013,"16,000,000.00",0,35,1,49,21,24,4
30695,Lotto 6/42,22 10 2013,"21,111,124.00",0,21,38,35,15,39,10
30698,Megalotto 6/45,21 10 2013,"37,691,040.00",0,12,26,11,4,29,38
30706,Grand Lotto 6/55,21 10 2013,"100,308,308.00",0,16,54,29,15,44,43
30707,Superlotto 6/49,20 10 2013,"36,584,624.00",1,3,40,9,17,30,12
30719,Lotto 6/42,19 10 2013,"17,371,676.00",0,15,11,19,33,18,7
30722,Grand Lotto 6/55,19 10 2013,"93,848,752.00",0,15,38,26,21,18,39
30723,Megalotto 6/45,18 10 2013,"33,621,576.00",0,12,18,43,28,17,29
30731,Superlotto 6/49,17 10 2013,"31,303,924.00",0,30,3,26,12,5,22
30737,Lotto 6/42,17 10 2013,"14,183,856.00",0,25,35,39,18,23,40
30740,Megalotto 6/45,16 10 2013,"27,794,656.00",0,36,6,1,35,9,41
30748,Grand Lotto 6/55,16 10 2013,"87,253,016.00",0,14,45,31,4,47,49
30749,Superlotto 6/49,15 10 2013,"27,188,444.00",0,4,14,17,12,11,31
30755,Lotto 6/42,15 10 2013,"11,261,876.00",0,15,19,27,6,9,26
30758,Megalotto 6/45,14 10 2013,"24,155,244.00",0,31,13,41,1,5,15
30766,Grand Lotto 6/55,14 10 2013,"81,711,976.00",0,17,51,14,55,32,7
30767,Superlotto 6/49,13 10 2013,"23,535,732.00",0,45,15,6,2,3,28
30779,Lotto 6/42,12 10 2013,"8,501,840.00",0,9,37,6,39,36,13
30782,Grand Lotto 6/55,12 10 2013,"76,073,276.00",0,11,48,1,13,10,42
30783,Megalotto 6/45,11 10 2013,"20,404,960.00",0,25,20,41,11,15,26
30791,Superlotto 6/49,10 10 2013,"18,469,460.00",0,21,28,11,25,23,20
30797,Lotto 6/42,10 10 2013,"6,000,000.00",0,27,9,16,35,42,19
30800,Megalotto 6/45,9 10 2013,"15,318,984.00",0,42,31,21,19,44,13
30808,Grand Lotto 6/55,9 10 2013,"70,189,648.00",0,51,9,42,27,5,31
30809,Superlotto 6/49,8 10 2013,"16,000,000.00",0,24,26,3,10,39,29
30815,Lotto 6/42,8 10 2013,"6,000,000.00",0,4,24,31,37,3,19
30818,Megalotto 6/45,7 10 2013,"11,907,464.00",0,8,16,39,13,20,26
30826,Grand Lotto 6/55,7 10 2013,"64,894,712.00",0,53,1,37,14,38,7
30827,Superlotto 6/49,6 10 2013,"16,000,000.00",0,32,47,11,7,21,8
30839,Lotto 6/42,5 10 2013,"60,181,596.00",2,6,1,31,23,13,11
30842,Grand Lotto 6/55,5 10 2013,"59,801,960.00",0,17,18,7,47,3,31
30843,Megalotto 6/45,4 10 2013,"9,000,000.00",0,12,14,8,39,2,42
30851,Superlotto 6/49,3 10 2013,"16,000,000.00",0,44,29,11,40,9,2
30857,Lotto 6/42,3 10 2013,"54,514,020.00",0,9,31,11,38,33,18
30860,Megalotto 6/45,2 10 2013,"9,000,000.00",0,30,33,21,25,26,45
30868,Grand Lotto 6/55,2 10 2013,"55,085,640.00",0,22,7,9,21,13,18
30869,Superlotto 6/49,1 10 2013,"16,000,000.00",0,30,13,2,27,39,32
30875,Lotto 6/42,1 10 2013,"49,028,528.00",0,14,7,17,32,3,23
30878,Megalotto 6/45,30 09 2013,"19,904,628.00",1,45,22,24,23,42,11
30886,Grand Lotto 6/55,30 09 2013,"50,386,024.00",0,4,41,46,19,17,52
30887,Superlotto 6/49,29 09 2013,"77,146,996.00",1,36,1,19,46,44,31
30899,Lotto 6/42,28 09 2013,"43,786,692.00",0,26,40,38,18,2,35
30902,Grand Lotto 6/55,28 09 2013,"46,149,984.00",0,50,44,20,31,26,45
30903,Megalotto 6/45,27 09 2013,"16,267,356.00",0,45,26,28,5,23,10
30911,Superlotto 6/49,26 09 2013,"70,494,844.00",0,44,47,23,14,18,24
30917,Lotto 6/42,26 09 2013,"39,709,788.00",0,1,3,26,4,27,19
